"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
saqol_base_sr7,baseline_saqol39,,radio,"SR7 Feel that your physical condition interfered with your social life?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_base_comp]='1',,,,,,
saqol_base_qheader6,baseline_saqol39,Communication,descriptive,"During the past week, did you",,,,,,,[saqol_base_comp]='1',,,,,,
saqol_base_sr8,baseline_saqol39,,radio,"SR8 Feel that your language problems interfered with your social life?","1, 1 Definitely yes | 2, 2 Mostly yes | 3, 3 Not sure | 4, 4 Mostly no | 5, 5 Definitely no",,,,,,[saqol_base_comp]='1',,,,,,
saqol_base_mean,baseline_saqol39,"Score Calculations",calc,"SAQOL-39 Mean Score","round((sum([saqol_base_sc1],[saqol_base_sc4],[saqol_base_sc5],[saqol_base_m1],[saqol_base_m4],[saqol_base_m6],[saqol_base_m7],[saqol_base_m8],[saqol_base_m9],[saqol_base_w1],[saqol_base_w2],[saqol_base_ue1],[saqol_base_ue2],[saqol_base_ue4],[saqol_base_ue5],[saqol_base_ue6],[saqol_base_l2],[saqol_base_l3],[saqol_base_l5],[saqol_base_l6],[saqol_base_l7],[saqol_base_fr9],[saqol_base_sr8],[saqol_base_t4],[saqol_base_t5],[saqol_base_p1],[saqol_base_p3],[saqol_base_md2],[saqol_base_md3],[saqol_base_md6],[saqol_base_md7],[saqol_base_e1],[saqol_base_e3],[saqol_base_e4],[saqol_base_fr7],[saqol_base_sr1],[saqol_base_sr4],[saqol_base_sr5],[saqol_base_sr7])/39))",,,,,,[saqol_base_comp]='1',,,,,,
saqol_base_physical,baseline_saqol39,,calc,"Physical Score","round((sum([saqol_base_sc1],[saqol_base_sc4],[saqol_base_sc5],[saqol_base_m1],[saqol_base_m4],[saqol_base_m6],[saqol_base_m7],[saqol_base_m8],[saqol_base_m9],[saqol_base_w1],[saqol_base_w2],[saqol_base_ue1],[saqol_base_ue2],[saqol_base_ue4],[saqol_base_ue5],[saqol_base_ue6])/16))",,,,,,[saqol_base_comp]='1',,,,,,
saqol_base_communication,baseline_saqol39,,calc,"Communication Score","round((sum([saqol_base_l2],[saqol_base_l3],[saqol_base_l5],[saqol_base_l6],[saqol_base_l7],[saqol_base_fr9],[saqol_base_sr8])/7))",,,,,,[saqol_base_comp]='1',,,,,,
saqol_base_psychosocial,baseline_saqol39,,calc,"Psychosocial Score","round((sum([saqol_base_t4],[saqol_base_t5],[saqol_base_p1],[saqol_base_p3],[saqol_base_md2],[saqol_base_md3],[saqol_base_md6],[saqol_base_md7],[saqol_base_e1],[saqol_base_e3],[saqol_base_e4],[saqol_base_fr7],[saqol_base_sr1],[saqol_base_sr4],[saqol_base_sr5],[saqol_base_sr7])/16))",,,,,,[saqol_base_comp]='1',,,,,,
saqol_base_incomp,baseline_saqol39,"Incomplete items",radio,"Were any items in this test NOT asked by the clinician or NOT attempted by the patient?","1, Yes - some items incomplete | 2, No - all items complete",,,,,,[saqol_base_comp]='1',,,,,,
saqol_base_incomplist,baseline_saqol39,,notes,"Please describe reasons for incomplete items",,,,,,,[saqol_base_incomp]='1',,,,,,
ipraise_header,therapy,"Treatment descriptors",descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please do not leave any data fields blank.</span></p> <p><span style=""font-weight: normal;""> </span><br /><span style=""font-weight: normal;"">Please complete </span>Section 1<span style=""font-weight: normal;""> for </span>all patients<span style=""font-weight: normal;"">. </span><br /><span style=""font-weight: normal;"">Please complete </span>Section 2<span style=""font-weight: normal;""> for </span>all patients who receive therapy<span style=""font-weight: normal;"">. </span><br /><span style=""font-weight: normal;"">Please complete </span>Section 2<span style=""font-weight: normal;""> (Treatment descriptors) </span>each time therapy is provided<span style=""font-weight: normal;"">.</span></p> <p><span style=""font-weight: normal;""> </span><br />Commencement of therapy<span style=""font-weight: normal;""> is defined as: the point at which routine aphasia therapy/intervention commences. </span><br />Completion of therapy<span style=""font-weight: normal;""> is defined as: either the point at which routine aphasia therapy/intervention is completed in the inpatient setting, or the point at which the patient is discharged from the inpatient setting, whichever occurs first.</span></p></div>",,,,,,,,,,,,,
data_entry_id_ipraise,therapy,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
therapy_prov,therapy,"Section 1",radio,"Was therapy provided?","1, Yes | 2, No | 3, Unknown",,,,,,,,,,,,
therapy_provinst,therapy,,descriptive,"Please complete treatment descriptors on the next page for each session",,,,,,,[therapy_prov]='1',,,,,,
therapy_notprov,therapy,,checkbox,"Why was therapy not provided?","1, Patient factors | 2, Service factors","Select all that apply",,,,,[therapy_prov]='2',,,,,,
therapy_notprov_ptfact,therapy,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {therapy_notprov_ptfact2}","Select all that apply",,,,,[therapy_notprov(1)]='1',,,,,,
therapy_notprov_ptfact2,therapy,,text,"If other, please specify",,,,,,,[therapy_notprov_ptfact(8)]='1',,,,,,
therapy_notprov_svfact,therapy,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {therapy_notprov_svfact2}","Select all that apply",,,,,[therapy_notprov(2)]='1',,,,,,
therapy_notprov_svfact2,therapy,,text,"If other, please specify",,,,,,,[therapy_notprov_svfact(8)]='1',,,,,,
therapy_startdate,therapy,,text,"Date therapy commenced",,DD-MM-YYYY,date_dmy,,,,[therapy_prov]='1',,,,,," @HIDEBUTTON"
ipraise_header2,therapy_sessions,"Treatment Sessions",descriptive,"Please enter one form per therapy session provided",,,,,,,[therapy_prov]='1',,,,,,
data_entry_id_therapy,therapy_sessions,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
therapy_date,therapy_sessions,"Section 2",text,"Date therapy provided",,DD-MM-YYYY,date_dmy,,,,[therapy_prov]='1',,,,,," @HIDEBUTTON"
therapy_duration,therapy_sessions,,text,"Duration of therapy provided",,"Enter time in minutes<br> If unknown write 999",integer,,,,[therapy_prov]='1',,,,,,
therapy_provider,therapy_sessions,,checkbox,"Who provided therapy?","1, Speech pathologist | 2, Speech pathology student | 3, Allied health assistant | 8, Other {therapy_provideroth}","Select all that apply",,,,,[therapy_prov]='1',,,,,,
therapy_provideroth,therapy_sessions,,text,"If other, please specify",,,,,,,[therapy_provider(8)]='1',,,,,,
therapy_setting,therapy_sessions,,checkbox,"Where was therapy provided?","1, Inpatient acute | 2, Inpatient rehabilitation | 8, Other {therapy_settingoth}","Select all that apply",,,,,[therapy_prov]='1',,,,,,
therapy_settingoth,therapy_sessions,,text,"If other, please specify",,,,,,,[therapy_setting(8)]='1',,,,,,
therapy_type,therapy_sessions,,checkbox,"What was the type of therapy provided?","1, Body structures and functions (e.g. language/linguistic processes) | 2, Activities and participation (e.g. functional communication, communication activities of daily living) | 3, Environmental factors (e.g. communication partner training, AAC) | 4, Personal factors (e.g. counselling)","Select all that apply",,,,,[therapy_prov]='1',,,,,,
therapy_approach,therapy_sessions,,checkbox,"What was the therapeutic approach?","1, Semantic | 2, Phonological | 3, Functional and pragmatic | 4, Constraint Induced aphasia therapy | 5, Melodic intonation therapy | 6, Conversational partner training | 7, Verbal therapy | 8, Multimodal therapy | 9, Other {therapy_approachoth}","Select all that apply",,,,,[therapy_prov]='1',,,,,,
therapy_approachoth,therapy_sessions,,text,"If other, please specify",,,,,,,[therapy_approach(9)]='1',,,,,,
therapy_target,therapy_sessions,,checkbox,"What was the therapy target?","1, Spoken language (naming or word-finding) | 2, Spoken language (other) | 3, Auditory comprehension | 4, Reading | 5, Writing | 8, Other {therapy_targetoth}","Select all that apply",,,,,[therapy_prov]='1',,,,,,
therapy_targetoth,therapy_sessions,,text,"If other, please specify",,,,,,,[therapy_target(8)]='1',,,,,,
therapy_mode,therapy_sessions,,checkbox,"How was therapy provided?","1, Face-to-face | 2, Computer | 3, Telephone | 4, Self-managed | 5, One-to-one | 6, Group | 7, Mixed | 8, Other {therapy_modeoth}","Select all that apply",,,,,[therapy_prov]='1',,,,,,
therapy_modeoth,therapy_sessions,,text,"If other, please specify",,,,,,,[therapy_mode(8)]='1',,,,,,
therapy_comp,therapy_sessions,"Ongoing Therapy",radio,"Is therapy continuing?","1, Yes | 2, No",,,,,,[therapy_prov]='1',,,,,,
therapy_compdate,therapy_sessions,,text,"Date therapy completed",,DD-MM-YYYY,date_dmy,,,,"[therapy_prov]='1' and [therapy_comp]='2'",,,,,,
therapy_incomp,therapy_sessions,,descriptive,"Please click 'Save & Go to New Instance' to complete a separate form for each treatment session.",,,,,,,"[therapy_prov]='1' and [therapy_comp]='1'",,,,,,
clinanchor_lang_warn,clinician_anchor_language,"Clinician-Rated Anchor: Language",descriptive,"<div class=""red"" style=""text-align:left;""><h6 style=""text-align:left;"">Please complete this anchor after the patient has completed aphasia treatment, but prior to administering the post-treatment assessment, where possible.
</h6></div>",,,,,,,,,,,,,
clinanchor_lang_header,clinician_anchor_language,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please do not leave any data fields blank. </span></p> <p><span style=""font-weight: normal;"">To be completed by the patient's treating clinician where possible. </span></p> <p><span style=""font-weight: normal;"">Please complete the anchor even if the patient has not received aphasia treatments.</span></p></div>",,,,,,,,,,,,,
data_entry_id_anchorlang,clinician_anchor_language,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
clinanchor_lang_comp,clinician_anchor_language,,radio,"Clinician-rated anchor completed","1, Yes | 2, No",,,,,,,,,,,,
clinanchor_lang_nc,clinician_anchor_language,,checkbox,"Why was the clinician-rated anchor not completed?","1, Patient factors | 2, Service factors | 3, Patient discharged prior to two week test/re-test period","Select all that apply",,,,,[clinanchor_lang_comp]='2',,,,,," @NONEOFTHEABOVE='3'"
clinanchor_lang_nc_ptfact,clinician_anchor_language,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {clinanchor_lang_nc_ptfact2}","Select all that apply",,,,,[clinanchor_lang_nc(1)]='1',,,,,,
clinanchor_lang_nc_ptfact2,clinician_anchor_language,,text,"If other, please specify",,,,,,,[clinanchor_lang_nc_ptfact(8)]='1',,,,,,
clinanchor_lang_nc_svfact,clinician_anchor_language,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {clinanchor_lang_nc_svfact2}","Select all that apply",,,,,[clinanchor_lang_nc(2)]='1',,,,,,
clinanchor_lang_nc_svfact2,clinician_anchor_language,,text,"If other, please specify",,,,,,,[clinanchor_lang_nc_svfact(8)]='1',,,,,,
clinanchor_lang_date,clinician_anchor_language,,text,"Date clinician-rated anchor completed",,DD-MM-YYYY,date_dmy,,,,[clinanchor_lang_comp]='1',,,,,," @HIDEBUTTON"
clinanchor_lang_admin,clinician_anchor_language,,dropdown,"Completed by","1, Treating clinician | 2, Independent assessor | 3, Research team member",,,,,,[clinanchor_lang_comp]='1',,,,,,
clinanchor_lang_name,clinician_anchor_language,,text,"Name of person completing anchor",,,,,,,[clinanchor_lang_comp]='1',,,,,,
clinanchor_lang_q1,clinician_anchor_language,,dropdown,"How much has the patient's language changed since their baseline assessment?","-2, Much worse | -1, Slightly worse | 0, No change | 1, Slightly improved | 2, Much improved | 3, Completely recovered",,,,,,[clinanchor_lang_comp]='1',,,,,,
clinanchor_lang_q2,clinician_anchor_language,,radio,"Do you think this amount of change was an important change to the patient?","1, Yes | 2, No",,,,,,[clinanchor_lang_comp]='1',,,,,,
clinanchor_lang_total,clinician_anchor_language,,calc,"Clinician threshold of important change - Language",[clinanchor_lang_q1],,,,,,[clinanchor_lang_comp]='1',,,,,,
ptanchor_lang_warn,patient_anchor_language,"Patient-Rated Anchor: Language",descriptive,"<div class=""red"" style=""text-align:left;""><h6 style=""text-align:left;"">Please complete this anchor after the patient has completed aphasia treatment, but prior to administering the post-treatment assessment, where possible.
</h6></div>",,,,,,,,,,,,,
ptanchor_lang_header,patient_anchor_language,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">Please do not leave any data fields blank. </span></p> <p><span style=""font-weight: normal;"">The anchor is to be completed only with post-treatment outcome measures. </span></p> <p>The anchor is to be completed prior to administration of the WAB-R.</p></div>",,,,,,,,,,,,,
data_entry_id_anchorlangpt,patient_anchor_language,,text,"Data entry person ID",,,,,,,,,,,,," @USERNAME @READONLY"
ptanchor_lang_comp,patient_anchor_language,,radio,"Patient-rated anchor completed","1, Yes | 2, No",,,,,,,,,,,,
ptanchor_lang_nc,patient_anchor_language,,checkbox,"Why was the patient-rated anchor not completed?","1, Patient factors | 2, Service factors | 3, Patient discharged prior to two week test/re-test period","Select all that apply",,,,,[ptanchor_lang_comp]='2',,,,,," @NONEOFTHEABOVE='3'"
ptanchor_lang_nc_ptfact,patient_anchor_language,,checkbox,"Which patient factors influenced non-completion?","1, Patient not alert | 2, Patient offered and declined | 3, Patient unavailable to participate | 4, Interpreter not available | 5, Not feasible due to aphasia severity | 6, Patient discharged before administration | 7, Patient died | 8, Other {ptanchor_lang_nc_ptfact2}","Select all that apply",,,,,[ptanchor_lang_nc(1)]='1',,,,,,
ptanchor_lang_nc_ptfact2,patient_anchor_language,,text,"If other, please specify",,,,,,,[ptanchor_lang_nc_ptfact(8)]='1',,,,,,
ptanchor_lang_nc_svfact,patient_anchor_language,,checkbox,"Which service factors influenced non-completion?","1, Competing demands | 2, Resource constraints | 3, No available trained clinicians | 8, Other {ptanchor_lang_nc_svfact2}","Select all that apply",,,,,[ptanchor_lang_nc(2)]='1',,,,,,
ptanchor_lang_nc_svfact2,patient_anchor_language,,text,"If other, please specify",,,,,,,[ptanchor_lang_nc_svfact(8)]='1',,,,,,
ptanchor_lang_proxy,patient_anchor_language,,radio,"Patient-rated anchor was completed by","1, Patient | 2, Patient with support from a communication partner | 3, Significant other",,,,,,[ptanchor_lang_comp]='1',,,,,,
ptanchor_lang_date,patient_anchor_language,,text,"Date patient-rated anchor administered",,DD-MM-YYYY,date_dmy,,,,[ptanchor_lang_comp]='1',,,,,," @HIDEBUTTON"
ptanchor_lang_admin,patient_anchor_language,,dropdown,"Administered by","1, Treating clinician | 2, Independent assessor | 3, Research team member",,,,,,[ptanchor_lang_comp]='1',,,,,,
ptanchor_lang_name,patient_anchor_language,,text,"Name of administrator",,,,,,,[ptanchor_lang_comp]='1',,,,,,
ptanchor_lang_desc1,patient_anchor_language,"Patient Anchor",descriptive,"<p><span style=""font-weight: normal;"">Please complete directly prior to administration of the post WAB-R. </span></p> <p><span style=""font-weight: normal;"">1) Explain: <em>We want to know much your language has changed since you last did this test</em>. </span></p> <p><span style=""font-weight: normal;"">2) Show the patient the WAB-R materials. </span></p> <p><span style=""font-weight: normal;"">3) Show the patient the ""Language is"" visual. Explain <em>This question is asking you about your language. Language is understanding, talking, reading and writing</em>. </span></p> <p><span style=""font-weight: normal;"">4) Read the anchor question to the patient <em>How much has your language changed since you last did this test?</em> </span></p> <p><span style=""font-weight: normal;"">5) Show the patient the language anchor scale. </span></p> <p><span style=""font-weight: normal;"">6) Read the response options, pointing to each option as you go. </span></p> <p><span style=""font-weight: normal;"">7) Repeat the anchor question <em>How much has your language changed since you last did this test?</em> Ask the patient for their response. </span></p> <p><span style=""font-weight: normal;"">8) Enter the patient response directly into REDCap.</span></p>",,,,,,,[ptanchor_lang_comp]='1',,,,,,
ptanchor_lang_q1,patient_anchor_language,,radio,"<h2><strong>How much</strong> has your <strong>language changed</strong> since you last did this test?</h2>","-2, <h2>Much worse<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | -1, <h2>Slightly worse<br> <img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:68px;max-width:68px;height:59px;max-height:59px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=ab407e1ee50ee90134de3444d572545fb34717a1&id=316164&instance=1""> | 0, <h2>No change<br> <img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:64px;max-width:64px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8ad42d694ac76cd6b4ec7b6f066761102e82c073&id=316168&instance=1""> | 1, <h2>Slightly improved<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 2, <h2>Much improved<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""> | 3, <h2>Completely recovered<br><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1""><img lsrc=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"" onload=""fitImg(this);"" alt=""image"" data-rc-lang-attrs=""alt=survey_1140"" style=""width:69px;max-width:69px;height:64px;max-height:64px;"" nativedim=""1"" class="""" src=""/redcap_v14.3.14/DataEntry/image_view.php?pid=3094&doc_id_hash=8c59ec2219dd1f1233ffe3a1c26fad8609733dfb&id=316160&instance=1"">",,,,,,[ptanchor_lang_comp]='1',,,,,,
